HistoryID,CaseMasterID,CaseStatusID,ChangedByEmployeeID,ChangeDate,Remarks
2662,942,2,440,2024-09-03,Investigation taken up
2663,942,5,440,2024-10-16,Status updated to Closed - Convicted
2664,943,1,332,2026-05-10,Case registered
2665,943,2,332,2026-06-04,Investigation taken up
2666,943,3,332,2026-12-23,Status updated to Charge Sheeted
2667,944,1,195,2026-06-12,Case registered
2668,944,2,195,2026-06-30,Investigation taken up
2669,945,1,70,2024-04-13,Case registered
2670,945,2,70,2024-05-02,Investigation taken up
2671,945,5,70,2024-10-01,Status updated to Closed - Convicted
2672,946,1,11,2026-06-18,Case registered
2673,947,1,167,2026-04-17,Case registered
2674,947,2,167,2026-05-02,Investigation taken up
2675,948,1,82,2025-02-27,Case registered
2676,948,2,82,2025-03-20,Investigation taken up
2677,948,8,82,2025-10-19,Status updated to Closed - Undetected
2678,949,1,94,2026-03-18,Case registered
2679,949,2,94,2026-03-31,Investigation taken up
2680,949,3,94,2026-07-14,Status updated to Charge Sheeted
2681,950,1,235,2026-04-15,Case registered
2682,950,2,235,2026-04-26,Investigation taken up
2683,951,1,325,2025-09-15,Case registered
2684,951,2,325,2025-10-06,Investigation taken up
2685,951,8,325,2026-04-14,Status updated to Closed - Undetected
2686,952,1,242,2025-12-16,Case registered
2687,952,2,242,2025-12-31,Investigation taken up
2688,952,3,242,2026-10-10,Status updated to Charge Sheeted
2689,953,1,63,2024-07-02,Case registered
2690,953,2,63,2024-07-12,Investigation taken up
2691,953,6,63,2025-03-18,Status updated to Closed - Acquitted
2692,954,1,79,2024-11-06,Case registered
2693,954,2,79,2024-11-22,Investigation taken up
2694,954,6,79,2025-04-26,Status updated to Closed - Acquitted
2695,955,1,355,2026-06-25,Case registered
2696,956,1,216,2025-09-18,Case registered
2697,956,2,216,2025-10-03,Investigation taken up
2698,956,3,216,2026-05-05,Status updated to Charge Sheeted
2699,957,1,267,2024-02-09,Case registered
2700,957,2,267,2024-02-14,Investigation taken up
2701,957,8,267,2024-09-23,Status updated to Closed - Undetected
2702,958,1,177,2026-04-04,Case registered
2703,958,2,177,2026-04-09,Investigation taken up
2704,959,1,200,2026-04-20,Case registered
2705,959,2,200,2026-05-06,Investigation taken up
2706,960,1,84,2025-02-03,Case registered
2707,960,2,84,2025-02-15,Investigation taken up
2708,960,5,84,2025-08-02,Status updated to Closed - Convicted
2709,961,1,85,2026-01-25,Case registered
2710,961,2,85,2026-02-09,Investigation taken up
2711,961,4,85,2026-10-26,Status updated to Pending Trial
2712,962,1,322,2026-02-21,Case registered
2713,962,2,322,2026-02-28,Investigation taken up
2714,962,3,322,2026-04-29,Status updated to Charge Sheeted
2715,963,1,438,2024-12-18,Case registered
2716,963,2,438,2025-01-14,Investigation taken up
2717,963,4,438,2025-07-13,Status updated to Pending Trial
2718,964,1,383,2025-04-25,Case registered
2719,964,2,383,2025-05-10,Investigation taken up
2720,964,5,383,2025-08-18,Status updated to Closed - Convicted
2721,965,1,27,2025-05-19,Case registered
2722,965,2,27,2025-06-16,Investigation taken up
2723,965,5,27,2025-12-24,Status updated to Closed - Convicted
2724,966,1,367,2026-05-24,Case registered
2725,966,2,367,2026-06-02,Investigation taken up
2726,967,1,99,2025-06-09,Case registered
2727,967,2,99,2025-06-14,Investigation taken up
2728,967,8,99,2026-01-08,Status updated to Closed - Undetected
2729,968,1,351,2024-06-06,Case registered
2730,968,2,351,2024-06-27,Investigation taken up
2731,968,8,351,2024-08-21,Status updated to Closed - Undetected
2732,969,1,131,2026-05-07,Case registered
2733,969,2,131,2026-06-05,Investigation taken up
2734,969,3,131,2027-02-07,Status updated to Charge Sheeted
2735,970,1,398,2025-09-01,Case registered
2736,970,2,398,2025-09-11,Investigation taken up
2737,970,3,398,2025-11-05,Status updated to Charge Sheeted
2738,971,1,54,2026-05-03,Case registered
2739,971,2,54,2026-05-23,Investigation taken up
2740,972,1,242,2026-07-10,Case registered
2741,972,2,242,2026-07-22,Investigation taken up
2742,973,1,435,2024-01-02,Case registered
2743,973,2,435,2024-01-07,Investigation taken up
2744,973,7,435,2024-05-15,Status updated to Closed - False Case
2745,974,1,412,2026-01-02,Case registered
2746,974,2,412,2026-01-08,Investigation taken up
2747,974,4,412,2026-08-29,Status updated to Pending Trial
2748,975,1,331,2026-06-27,Case registered
2749,976,1,100,2026-03-26,Case registered
2750,976,2,100,2026-04-23,Investigation taken up
2751,976,3,100,2026-07-11,Status updated to Charge Sheeted
2752,977,1,53,2025-02-18,Case registered
2753,977,2,53,2025-03-18,Investigation taken up
2754,977,8,53,2025-06-27,Status updated to Closed - Undetected
2755,978,1,158,2024-06-23,Case registered
2756,978,2,158,2024-07-03,Investigation taken up
2757,978,5,158,2025-02-07,Status updated to Closed - Convicted
2758,979,1,79,2026-07-10,Case registered
2759,979,2,79,2026-08-03,Investigation taken up
2760,980,1,262,2025-01-15,Case registered
2761,980,2,262,2025-02-11,Investigation taken up
2762,980,4,262,2025-11-05,Status updated to Pending Trial
2763,981,1,391,2025-03-26,Case registered
2764,981,2,391,2025-04-24,Investigation taken up
2765,981,4,391,2025-05-12,Status updated to Pending Trial
2766,982,1,278,2025-12-01,Case registered
2767,982,2,278,2025-12-08,Investigation taken up
2768,982,4,278,2026-03-02,Status updated to Pending Trial
2769,983,1,201,2026-03-10,Case registered
2770,983,2,201,2026-03-29,Investigation taken up
2771,983,3,201,2026-08-10,Status updated to Charge Sheeted
2772,984,1,100,2024-11-08,Case registered
2773,984,2,100,2024-11-30,Investigation taken up
2774,984,5,100,2025-03-09,Status updated to Closed - Convicted
2775,985,1,338,2025-10-21,Case registered
2776,985,2,338,2025-11-10,Investigation taken up
2777,985,3,338,2026-03-24,Status updated to Charge Sheeted
2778,986,1,365,2026-06-08,Case registered
2779,986,2,365,2026-06-27,Investigation taken up
2780,986,3,365,2026-12-29,Status updated to Charge Sheeted
2781,987,1,78,2024-03-20,Case registered
2782,987,2,78,2024-03-30,Investigation taken up
2783,987,5,78,2024-09-29,Status updated to Closed - Convicted
2784,988,1,31,2026-04-06,Case registered
2785,988,2,31,2026-04-16,Investigation taken up
2786,988,3,31,2027-01-15,Status updated to Charge Sheeted
2787,989,1,214,2024-12-09,Case registered
2788,989,2,214,2025-01-05,Investigation taken up
2789,989,6,214,2025-05-28,Status updated to Closed - Acquitted
2790,990,1,379,2024-09-15,Case registered
2791,990,2,379,2024-10-09,Investigation taken up
2792,990,6,379,2024-11-23,Status updated to Closed - Acquitted
2793,991,1,132,2024-09-23,Case registered
2794,991,2,132,2024-10-15,Investigation taken up
2795,991,6,132,2025-07-13,Status updated to Closed - Acquitted
2796,992,1,131,2024-03-03,Case registered
2797,992,2,131,2024-03-24,Investigation taken up
2798,992,7,131,2024-04-13,Status updated to Closed - False Case
2799,993,1,105,2026-02-11,Case registered
2800,993,2,105,2026-03-03,Investigation taken up
2801,993,3,105,2026-10-04,Status updated to Charge Sheeted
2802,994,1,159,2024-10-07,Case registered
2803,994,2,159,2024-10-28,Investigation taken up
2804,994,8,159,2025-04-07,Status updated to Closed - Undetected
2805,995,1,274,2026-01-24,Case registered
2806,995,2,274,2026-02-05,Investigation taken up
2807,995,3,274,2026-09-07,Status updated to Charge Sheeted
2808,996,1,93,2024-12-28,Case registered
2809,996,2,93,2025-01-24,Investigation taken up
2810,996,4,93,2025-04-07,Status updated to Pending Trial
2811,997,1,398,2026-06-19,Case registered
2812,998,1,188,2025-10-01,Case registered
2813,998,2,188,2025-10-11,Investigation taken up
2814,998,4,188,2026-05-27,Status updated to Pending Trial
2815,999,1,129,2025-12-07,Case registered
2816,999,2,129,2026-01-06,Investigation taken up
2817,999,3,129,2026-07-14,Status updated to Charge Sheeted
2818,1000,1,86,2025-04-19,Case registered
2819,1000,2,86,2025-05-04,Investigation taken up
2820,1000,4,86,2025-09-11,Status updated to Pending Trial
2821,1001,1,75,2024-08-16,Case registered
2822,1001,2,75,2024-09-05,Investigation taken up
2823,1001,4,75,2024-10-17,Status updated to Pending Trial
2824,1002,1,196,2026-06-22,Case registered
2825,1003,1,298,2025-09-16,Case registered
2826,1003,2,298,2025-10-11,Investigation taken up
2827,1003,4,298,2025-10-30,Status updated to Pending Trial
2828,1004,1,75,2025-02-24,Case registered
2829,1004,2,75,2025-03-03,Investigation taken up
2830,1004,5,75,2025-11-29,Status updated to Closed - Convicted
2831,1005,1,446,2026-07-10,Case registered
2832,1006,1,239,2024-06-22,Case registered
2833,1006,2,239,2024-07-04,Investigation taken up
2834,1006,6,239,2024-10-28,Status updated to Closed - Acquitted
2835,1007,1,219,2025-07-19,Case registered
2836,1007,2,219,2025-08-02,Investigation taken up
2837,1007,4,219,2025-12-18,Status updated to Pending Trial
2838,1008,1,204,2026-03-10,Case registered
2839,1008,2,204,2026-03-18,Investigation taken up
2840,1008,4,204,2026-05-23,Status updated to Pending Trial
2841,1009,1,245,2025-06-14,Case registered
2842,1009,2,245,2025-07-12,Investigation taken up
2843,1009,8,245,2026-03-27,Status updated to Closed - Undetected
2844,1010,1,104,2026-03-17,Case registered
2845,1010,2,104,2026-04-01,Investigation taken up
2846,1010,3,104,2026-08-17,Status updated to Charge Sheeted
2847,1011,1,337,2024-03-17,Case registered
2848,1011,2,337,2024-04-16,Investigation taken up
2849,1011,6,337,2025-01-02,Status updated to Closed - Acquitted
2850,1012,1,346,2025-11-23,Case registered
2851,1012,2,346,2025-12-20,Investigation taken up
2852,1012,8,346,2026-05-18,Status updated to Closed - Undetected
2853,1013,1,226,2024-04-27,Case registered
2854,1013,2,226,2024-05-11,Investigation taken up
2855,1013,5,226,2024-11-02,Status updated to Closed - Convicted
2856,1014,1,361,2026-06-17,Case registered
2857,1015,1,118,2025-09-25,Case registered
2858,1015,2,118,2025-10-17,Investigation taken up
2859,1015,8,118,2026-02-16,Status updated to Closed - Undetected
2860,1016,1,206,2026-06-08,Case registered
2861,1016,2,206,2026-06-18,Investigation taken up
2862,1016,3,206,2027-01-10,Status updated to Charge Sheeted
2863,1017,1,376,2025-11-22,Case registered
2864,1017,2,376,2025-11-29,Investigation taken up
2865,1017,8,376,2026-06-06,Status updated to Closed - Undetected
2866,1018,1,30,2024-11-22,Case registered
2867,1018,2,30,2024-12-06,Investigation taken up
2868,1018,7,30,2025-05-27,Status updated to Closed - False Case
2869,1019,1,104,2025-09-08,Case registered
2870,1019,2,104,2025-09-17,Investigation taken up
2871,1019,8,104,2025-11-21,Status updated to Closed - Undetected
2872,1020,1,159,2024-02-17,Case registered
2873,1020,2,159,2024-03-07,Investigation taken up
2874,1020,8,159,2024-10-15,Status updated to Closed - Undetected
2875,1021,1,247,2024-03-11,Case registered
2876,1021,2,247,2024-04-03,Investigation taken up
2877,1021,4,247,2024-09-08,Status updated to Pending Trial
2878,1022,1,257,2024-02-22,Case registered
2879,1022,2,257,2024-03-02,Investigation taken up
2880,1022,5,257,2024-11-29,Status updated to Closed - Convicted
2881,1023,1,57,2025-12-22,Case registered
2882,1023,2,57,2026-01-02,Investigation taken up
2883,1023,4,57,2026-02-25,Status updated to Pending Trial
2884,1024,1,257,2025-01-09,Case registered
2885,1024,2,257,2025-01-17,Investigation taken up
2886,1024,4,257,2025-06-26,Status updated to Pending Trial
2887,1025,1,207,2025-06-12,Case registered
2888,1025,2,207,2025-07-10,Investigation taken up
2889,1025,3,207,2025-09-26,Status updated to Charge Sheeted
2890,1026,1,404,2026-06-15,Case registered
2891,1027,1,335,2025-04-27,Case registered
2892,1027,2,335,2025-05-04,Investigation taken up
2893,1027,7,335,2025-07-02,Status updated to Closed - False Case
2894,1028,1,276,2025-03-28,Case registered
2895,1028,2,276,2025-04-25,Investigation taken up
2896,1028,7,276,2025-11-26,Status updated to Closed - False Case
2897,1029,1,316,2026-05-07,Case registered
2898,1029,2,316,2026-05-31,Investigation taken up
2899,1029,3,316,2027-02-02,Status updated to Charge Sheeted
2900,1030,1,96,2024-03-25,Case registered
2901,1030,2,96,2024-04-14,Investigation taken up
2902,1030,8,96,2024-10-03,Status updated to Closed - Undetected
2903,1031,1,344,2024-12-03,Case registered
2904,1031,2,344,2024-12-25,Investigation taken up
2905,1031,8,344,2025-03-20,Status updated to Closed - Undetected
2906,1032,1,419,2024-11-05,Case registered
2907,1032,2,419,2024-11-17,Investigation taken up
2908,1032,4,419,2024-12-11,Status updated to Pending Trial
2909,1033,1,57,2024-03-22,Case registered
2910,1033,2,57,2024-04-09,Investigation taken up
2911,1033,5,57,2024-12-27,Status updated to Closed - Convicted
2912,1034,1,419,2025-11-20,Case registered
2913,1034,2,419,2025-12-12,Investigation taken up
2914,1034,4,419,2026-02-12,Status updated to Pending Trial
2915,1035,1,443,2025-04-10,Case registered
2916,1035,2,443,2025-05-04,Investigation taken up
2917,1035,4,443,2025-06-12,Status updated to Pending Trial
2918,1036,1,229,2026-04-10,Case registered
2919,1036,2,229,2026-04-18,Investigation taken up
2920,1036,3,229,2027-01-21,Status updated to Charge Sheeted
2921,1037,1,128,2026-06-26,Case registered
2922,1037,2,128,2026-07-22,Investigation taken up
2923,1038,1,112,2024-11-03,Case registered
2924,1038,2,112,2024-11-26,Investigation taken up
2925,1038,6,112,2025-02-26,Status updated to Closed - Acquitted
2926,1039,1,261,2024-12-23,Case registered
2927,1039,2,261,2025-01-22,Investigation taken up
2928,1039,5,261,2025-05-28,Status updated to Closed - Convicted
2929,1040,1,132,2025-04-05,Case registered
2930,1040,2,132,2025-04-17,Investigation taken up
2931,1040,6,132,2025-09-05,Status updated to Closed - Acquitted
2932,1041,1,89,2026-02-28,Case registered
2933,1041,2,89,2026-03-21,Investigation taken up
2934,1041,3,89,2026-05-10,Status updated to Charge Sheeted
2935,1042,1,90,2025-10-24,Case registered
2936,1042,2,90,2025-11-19,Investigation taken up
2937,1042,3,90,2026-04-21,Status updated to Charge Sheeted
2938,1043,1,317,2024-07-13,Case registered
2939,1043,2,317,2024-08-08,Investigation taken up
2940,1043,8,317,2024-12-29,Status updated to Closed - Undetected
2941,1044,1,284,2025-09-11,Case registered
2942,1044,2,284,2025-10-10,Investigation taken up
2943,1044,4,284,2026-04-19,Status updated to Pending Trial
2944,1045,1,85,2024-12-06,Case registered
2945,1045,2,85,2024-12-29,Investigation taken up
2946,1045,7,85,2025-05-05,Status updated to Closed - False Case
2947,1046,1,423,2024-04-07,Case registered
2948,1046,2,423,2024-04-19,Investigation taken up
2949,1046,5,423,2024-08-19,Status updated to Closed - Convicted
2950,1047,1,177,2024-06-15,Case registered
2951,1047,2,177,2024-06-30,Investigation taken up
2952,1047,8,177,2024-08-06,Status updated to Closed - Undetected
2953,1048,1,304,2024-11-03,Case registered
2954,1048,2,304,2024-11-09,Investigation taken up
2955,1048,5,304,2025-08-08,Status updated to Closed - Convicted
2956,1049,1,126,2025-08-07,Case registered
2957,1049,2,126,2025-08-13,Investigation taken up
2958,1049,8,126,2026-03-14,Status updated to Closed - Undetected
2959,1050,1,131,2026-02-11,Case registered
2960,1050,2,131,2026-02-25,Investigation taken up
2961,1050,8,131,2026-04-30,Status updated to Closed - Undetected
2962,1051,1,430,2024-02-21,Case registered
2963,1051,2,430,2024-03-01,Investigation taken up
2964,1051,5,430,2024-07-08,Status updated to Closed - Convicted
2965,1052,1,84,2025-02-06,Case registered
2966,1052,2,84,2025-02-25,Investigation taken up
2967,1052,4,84,2025-10-04,Status updated to Pending Trial
2968,1053,1,96,2025-03-02,Case registered
2969,1053,2,96,2025-03-07,Investigation taken up
2970,1053,6,96,2025-04-23,Status updated to Closed - Acquitted
2971,1054,1,250,2026-01-26,Case registered
2972,1054,2,250,2026-02-02,Investigation taken up
2973,1054,4,250,2026-11-09,Status updated to Pending Trial
2974,1055,1,151,2025-08-23,Case registered
2975,1055,2,151,2025-09-09,Investigation taken up
2976,1055,4,151,2025-10-01,Status updated to Pending Trial
2977,1056,1,104,2024-06-14,Case registered
2978,1056,2,104,2024-07-04,Investigation taken up
2979,1056,5,104,2024-09-12,Status updated to Closed - Convicted
2980,1057,1,316,2024-12-05,Case registered
2981,1057,2,316,2024-12-24,Investigation taken up
2982,1057,5,316,2025-03-25,Status updated to Closed - Convicted
2983,1058,1,178,2024-02-23,Case registered
2984,1058,2,178,2024-03-16,Investigation taken up
2985,1058,5,178,2024-10-04,Status updated to Closed - Convicted
2986,1059,1,77,2025-11-26,Case registered
2987,1059,2,77,2025-12-07,Investigation taken up
2988,1059,3,77,2026-07-24,Status updated to Charge Sheeted
2989,1060,1,194,2024-10-25,Case registered
2990,1060,2,194,2024-11-23,Investigation taken up
2991,1060,5,194,2025-07-12,Status updated to Closed - Convicted
2992,1061,1,211,2026-05-06,Case registered
2993,1061,2,211,2026-06-03,Investigation taken up
2994,1062,1,441,2024-05-12,Case registered
