CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
811,100110048202500002,202500002,2025-01-24,163,48,1,2,4,17,5,22,2025-01-23,2025-01-23,2025-01-24,12.776027,74.829654,"On 2025-01-24, the complainant reported that the complainant was molested near a public place at Area-20 area of Dakshina Kannada.  The matter was registered and taken up for investigation."
812,100120054202600002,202600002,2026-03-24,183,54,1,2,2,10,3,24,2026-03-22,2026-03-22,2026-03-24,14.344805,75.825991,"A complaint was received on 2026-03-24 stating that the complainant's gold chain was snatched by persons on a two-wheeler near Area-17, Davanagere.  Investigation has been initiated by the station."
813,100060031202500003,202500003,2025-08-27,106,31,1,2,3,14,3,11,2025-08-27,2025-08-27,2025-08-27,17.957903,77.498157,"On 2025-08-27, information was received at the station regarding counterfeit currency notes were found in circulation in Area-20 locality, Bidar district. "
814,100100044202600001,202600001,2026-04-12,151,44,1,1,4,18,3,19,2026-04-11,2026-04-11,2026-04-12,14.337297,76.344345,"A complaint was received on 2026-04-12 stating that a sexual offence was reported against the complainant near Area-15, Chitradurga.  Investigation has been initiated by the station."
815,100050027202500003,202500003,2025-03-26,95,27,1,2,2,10,8,10,2025-03-23,2025-03-23,2025-03-26,12.971021,77.60503,"On 2025-03-26, the complainant reported that the complainant's gold chain was snatched by persons on a two-wheeler at Area-9 area of Bengaluru Urban.  The matter was registered and taken up for investigation."
816,100310124202600003,202600003,2026-02-11,440,124,1,2,7,25,8,62,2026-02-08,2026-02-08,2026-02-11,15.349731,76.53563,"On 2026-02-11, the complainant reported that the complainant was repeatedly harassed online by an unknown person at Area-12 area of Vijayanagara. Preliminary information suggests a pattern consistent with prior cases in the area. The matter was registered and taken up for investigation."
817,100260109202400001,202400001,2024-12-05,385,109,1,2,2,10,7,52,2024-12-05,2024-12-05,2024-12-05,13.389153,77.122698,"On 2024-12-05, the complainant reported that the complainant's gold chain was snatched by persons on a two-wheeler at Area-5 area of Tumakuru. Preliminary information suggests a pattern consistent with prior cases in the area. The matter was registered and taken up for investigation."
818,100160071202600004,202600004,2026-01-07,239,71,1,1,1,2,8,31,2026-01-06,2026-01-06,2026-01-07,14.740661,75.468827,"A complaint was received on 2026-01-07 stating that an attempt was made on the victim's life near Area-14, Haveri. Preliminary information suggests a pattern consistent with prior cases in the area. Investigation has been initiated by the station."
819,100130063202400001,202400001,2024-09-22,210,63,1,2,2,7,5,26,2024-09-21,2024-09-21,2024-09-22,15.417262,75.087795,"On 2024-09-22, the complainant reported that the complainant's house was broken into and valuables were stolen at Area-12 area of Dharwad.  The matter was registered and taken up for investigation."
820,100220091202500005,202500005,2025-07-05,318,91,1,2,2,11,4,43,2025-07-03,2025-07-03,2025-07-05,12.189676,76.558538,"A complaint was received on 2025-07-05 stating that the complainant's vehicle was stolen from where it was parked near Area-9, Mysuru. Preliminary information suggests a pattern consistent with prior cases in the area. Investigation has been initiated by the station."
821,100220093202400006,202400006,2024-04-24,328,93,1,2,7,24,4,44,2024-04-22,2024-04-22,2024-04-24,12.307951,76.54562,"On 2024-04-24, the complainant reported that the complainant's personal credentials were misused for financial fraud at Area-6 area of Mysuru. Preliminary information suggests a pattern consistent with prior cases in the area. The matter was registered and taken up for investigation."
822,100280115202500003,202500003,2025-10-03,403,115,1,2,1,5,3,56,2025-10-02,2025-10-02,2025-10-03,14.777657,74.653948,"A complaint was received on 2025-10-03 stating that a person was reported missing under suspicious circumstances suggesting abduction near Area-19, Uttara Kannada.  Investigation has been initiated by the station."
823,100050020202400006,202400006,2024-02-23,67,20,1,2,1,5,5,10,2024-02-22,2024-02-22,2024-02-23,12.97698,77.605512,"On 2024-02-23, information was received at the station regarding a person was reported missing under suspicious circumstances suggesting abduction in Area-2 locality, Bengaluru Urban district. "
824,100060032202600003,202600003,2026-07-10,112,32,1,2,2,11,1,11,2026-07-09,2026-07-09,2026-07-10,17.966863,77.585004,"On 2026-07-10, the complainant reported that the complainant's vehicle was stolen from where it was parked at Area-20 area of Bidar.  The matter was registered and taken up for investigation."
825,100260108202500002,202500002,2025-03-23,380,108,1,1,2,9,7,51,2025-03-23,2025-03-23,2025-03-23,13.375259,77.078716,"On 2025-03-23, the complainant reported that a group of armed persons robbed the complainant's premises at Area-17 area of Tumakuru. Preliminary information suggests a pattern consistent with prior cases in the area. The matter was registered and taken up for investigation."
826,300190084202400001,202400001,2024-08-22,288,84,2,2,8,28,5,37,2024-08-21,2024-08-21,2024-08-22,13.114521,78.025226,"A complaint was received on 2024-08-22 stating that a person was found dead under circumstances requiring inquest near Area-6, Kolar.  Investigation has been initiated by the station."
827,100170073202400003,202400003,2024-02-08,249,73,1,2,2,6,5,33,2024-02-05,2024-02-05,2024-02-08,17.213303,76.926043,"A complaint was received on 2024-02-08 stating that property belonging to the complainant was stolen near Area-9, Kalaburagi. Preliminary information suggests a pattern consistent with prior cases in the area. Investigation has been initiated by the station."
828,100100044202600002,202600002,2026-03-16,150,44,1,1,2,9,2,20,2026-03-14,2026-03-14,2026-03-16,14.291309,76.294957,"A complaint was received on 2026-03-16 stating that a group of armed persons robbed the complainant's premises near Area-11, Chitradurga. Preliminary information suggests a pattern consistent with prior cases in the area. Investigation has been initiated by the station."
829,300240100202600001,202600001,2026-02-26,351,100,2,2,1,4,3,48,2026-02-23,2026-02-23,2026-02-26,12.758323,77.352037,"On 2026-02-26, the complainant reported that the victim was physically assaulted at Area-13 area of Ramanagara. Preliminary information suggests a pattern consistent with prior cases in the area. The matter was registered and taken up for investigation."
830,100030012202600002,202600002,2026-04-06,44,12,1,2,2,6,3,5,2026-04-04,2026-04-04,2026-04-06,15.801181,74.464295,"On 2026-04-06, the complainant reported that property belonging to the complainant was stolen at Area-4 area of Belagavi.  The matter was registered and taken up for investigation."
831,100290118202600004,202600004,2026-02-24,419,118,1,2,4,17,8,58,2026-02-22,2026-02-22,2026-02-24,16.751274,75.664837,"On 2026-02-24, the complainant reported that the complainant was molested near a public place at Area-16 area of Vijayapura. Preliminary information suggests a pattern consistent with prior cases in the area. The matter was registered and taken up for investigation."
832,100190084202600004,202600004,2026-01-04,290,84,1,2,2,11,4,37,2026-01-02,2026-01-02,2026-01-04,13.151624,78.0893,"A complaint was received on 2026-01-04 stating that the complainant's vehicle was stolen from where it was parked near Area-14, Kolar.  Investigation has been initiated by the station."
833,100220092202600006,202600006,2026-03-13,323,92,1,2,7,26,3,44,2026-03-13,2026-03-13,2026-03-13,12.305437,76.666139,"A complaint was received on 2026-03-13 stating that the complainant was defrauded after being threatened over a video call impersonating law enforcement near Area-12, Mysuru. Preliminary information suggests a pattern consistent with prior cases in the area. Investigation has been initiated by the station."
834,100210088202400003,202400003,2024-02-24,303,88,1,2,2,11,8,42,2024-02-24,2024-02-24,2024-02-24,12.451754,76.799558,"A complaint was received on 2024-02-24 stating that the complainant's vehicle was stolen from where it was parked near Area-1, Mandya.  Investigation has been initiated by the station."
835,100170076202600002,202600002,2026-07-10,260,76,1,2,2,7,2,33,2026-07-07,2026-07-07,2026-07-10,17.389962,76.710404,"On 2026-07-10, the complainant reported that the complainant's house was broken into and valuables were stolen at Area-15 area of Kalaburagi.  The matter was registered and taken up for investigation."
836,100210088202400004,202400004,2024-10-06,302,88,1,2,4,16,8,41,2024-10-03,2024-10-03,2024-10-06,12.570757,76.826038,"On 2024-10-06, information was received at the station regarding the complainant was harassed for dowry by her in-laws in Area-3 locality, Mandya district. "
837,800130059202600001,202600001,2026-04-06,199,59,3,2,2,8,3,26,2026-04-03,2026-04-03,2026-04-06,15.550839,74.913733,"On 2026-04-06, the complainant reported that the complainant was robbed at knifepoint at Area-12 area of Dharwad.  The matter was registered and taken up for investigation."
838,100070035202400001,202400001,2024-09-10,121,35,1,2,2,8,5,13,2024-09-08,2024-09-08,2024-09-10,11.832631,77.012052,"A complaint was received on 2024-09-10 stating that the complainant was robbed at knifepoint near Area-14, Chamarajanagar.  Investigation has been initiated by the station."
839,100170076202600003,202600003,2026-06-06,260,76,1,2,7,24,2,33,2026-06-06,2026-06-06,2026-06-06,17.406962,76.822288,"On 2026-06-06, information was received at the station regarding the complainant's personal credentials were misused for financial fraud in Area-20 locality, Kalaburagi district. "
840,100020004202600002,202600002,2026-03-12,12,4,1,2,4,15,8,3,2026-03-10,2026-03-10,2026-03-12,15.054995,77.034614,"On 2026-03-12, the complainant reported that the complainant was subjected to domestic cruelty by family members at Area-17 area of Ballari.  The matter was registered and taken up for investigation."
841,100110049202500003,202500003,2025-01-01,166,49,1,2,1,5,8,21,2025-01-01,2025-01-01,2025-01-01,12.981756,74.867107,"On 2025-01-01, information was received at the station regarding a person was reported missing under suspicious circumstances suggesting abduction in Area-18 locality, Dakshina Kannada district. "
842,100050023202400003,202400003,2024-06-19,77,23,1,2,6,21,5,9,2024-06-19,2024-06-19,2024-06-19,13.084806,77.521641,"On 2024-06-19, the complainant reported that a group of persons engaged in rioting and caused damage to property at Area-3 area of Bengaluru Urban.  The matter was registered and taken up for investigation."
843,100050026202600007,202600007,2026-05-27,89,26,1,2,7,26,2,9,2026-05-25,2026-05-25,2026-05-27,12.949737,77.61552,"On 2026-05-27, information was received at the station regarding the complainant was defrauded after being threatened over a video call impersonating law enforcement in Area-12 locality, Bengaluru Urban district. Preliminary information suggests a pattern consistent with prior cases in the area."
844,100170076202400002,202400002,2024-03-13,262,76,1,1,2,9,6,33,2024-03-10,2024-03-10,2024-03-13,17.231719,76.740667,"A complaint was received on 2024-03-13 stating that a group of armed persons robbed the complainant's premises near Area-4, Kalaburagi. Preliminary information suggests a pattern consistent with prior cases in the area. Investigation has been initiated by the station."
845,100220092202400001,202400001,2024-06-13,323,92,1,2,2,8,6,44,2024-06-13,2024-06-13,2024-06-13,12.321706,76.574473,"On 2024-06-13, information was received at the station regarding the complainant was robbed at knifepoint in Area-6 locality, Mysuru district. Preliminary information suggests a pattern consistent with prior cases in the area."
846,100040016202500009,202500009,2025-03-16,55,16,1,2,2,8,4,8,2025-03-14,2025-03-14,2025-03-16,13.181044,77.545156,"On 2025-03-16, the complainant reported that the complainant was robbed at knifepoint at Area-17 area of Bengaluru Rural.  The matter was registered and taken up for investigation."
